Transaction ID,Staff,Date,Item,Amount
3096,Karen,2020/09/19,Jam,12.89
3097,Karen,2020/09/19,Bread,5.92
3098,Karen,2020/09/19,Jam,12.89
3099,Karen,2020/09/19,Pastry,7.49
3100,Karen,2020/09/19,Coffee,4.37
3101,Karen,2020/09/19,Pastry,7.49
3102,Karen,2020/09/19,Coffee,4.37
3103,Karen,2020/09/19,Tea,3.29
3104,Karen,2020/09/19,Coffee,4.37
3105,Karen,2020/09/19,Tea,3.29
3106,Karen,2020/09/19,Coffee,4.37
3107,Karen,2020/09/19,Bread,5.92
3108,Karen,2020/09/19,Jam,12.89
3109,Karen,2020/09/19,Coffee,4.37
3110,Karen,2020/09/19,Bread,5.92
3111,Khan,2020/09/20,Coffee,4.37
3112,Khan,2020/09/20,Pastry,7.49
3113,Khan,2020/09/20,Tea,3.29
3114,Khan,2020/09/20,Bread,5.92
3115,Khan,2020/09/20,Jam,12.89
3116,Khan,2020/09/20,Jam,12.89
3117,Khan,2020/09/20,Pastry,7.49
3118,Khan,2020/09/20,Cake,8.73
3119,Khan,2020/09/20,Tea,3.29
3120,Khan,2020/09/20,Tea,3.29
3121,Khan,2020/09/20,Coffee,4.37
3122,Khan,2020/09/20,Coffee,4.37
3123,Khan,2020/09/20,Bread,5.92
3124,Khan,2020/09/20,Bread,5.92
3125,Khan,2020/09/20,Bread,5.92
3126,Khan,2020/09/20,Coffee,4.37
3127,Khan,2020/09/20,Jam,12.89
3128,Khan,2020/09/20,Cake,8.73
3129,Khan,2020/09/20,Pastry,7.49
3130,Khan,2020/09/20,Tea,3.29
3131,Khan,2020/09/20,Tea,3.29
3132,Khan,2020/09/20,Pastry,7.49
3133,Khan,2020/09/20,Cake,8.73
3134,Khan,2020/09/20,Pastry,7.49
3135,Khan,2020/09/20,Cake,8.73
3136,The Hood,2020/09/21,Tea,3.29
3137,The Hood,2020/09/21,Coffee,4.37
3138,The Hood,2020/09/21,Pastry,7.49
3139,The Hood,2020/09/21,Coffee,4.37
3140,The Hood,2020/09/21,Cake,8.73
3141,The Hood,2020/09/21,Cake,8.73
3142,The Hood,2020/09/21,Tea,3.29
3143,The Hood,2020/09/21,Coffee,4.37
3144,The Hood,2020/09/21,Jam,12.89
3145,The Hood,2020/09/21,Cake,8.73
3146,The Hood,2020/09/21,Tea,3.29
3147,The Hood,2020/09/21,Pastry,7.49
3148,The Hood,2020/09/21,Bread,5.92
3149,The Hood,2020/09/21,Pastry,7.49
3150,The Hood,2020/09/21,Bread,5.92
3151,The Hood,2020/09/21,Bread,5.92
3152,The Hood,2020/09/21,Cake,8.73
3153,The Hood,2020/09/21,Cake,8.73
3154,The Hood,2020/09/21,Jam,12.89
3155,The Hood,2020/09/21,Cake,8.73
3156,The Hood,2020/09/21,Cake,8.73
3157,The Hood,2020/09/21,Tea,3.29
3158,The Hood,2020/09/21,Coffee,4.37
3159,The Hood,2020/09/21,Coffee,4.37
3160,The Hood,2020/09/21,Pastry,7.49
3161,The Hood,2020/09/21,Tea,3.29
3162,The Hood,2020/09/21,Tea,3.29
3163,The Hood,2020/09/21,Pastry,7.49
3164,The Hood,2020/09/21,Jam,12.89
3165,The Hood,2020/09/21,Jam,12.89
3166,The Hood,2020/09/21,Coffee,4.37
3167,The Hood,2020/09/21,Tea,3.29
3168,The Hood,2020/09/21,Cake,8.73
3169,The Hood,2020/09/21,Cake,8.73
3170,The Hood,2020/09/21,Coffee,4.37
3171,The Hood,2020/09/21,Bread,5.92
3172,The Hood,2020/09/21,Pastry,7.49
3173,The Hood,2020/09/21,Coffee,4.37
3174,The Hood,2020/09/21,Jam,12.89
3175,Dr Claw,2020/09/22,Coffee,4.37
3176,Dr Claw,2020/09/22,Bread,5.92
3177,Dr Claw,2020/09/22,Coffee,4.37
3178,Dr Claw,2020/09/22,Bread,5.92
3179,Dr Claw,2020/09/22,Pastry,7.49
3180,Dr Claw,2020/09/22,Bread,5.92
3181,Dr Claw,2020/09/22,Tea,3.29
3182,Dr Claw,2020/09/22,Pastry,7.49
3183,Dr Claw,2020/09/22,Tea,3.29
3184,Ariana,2020/09/23,Cake,8.73
3185,Ariana,2020/09/23,Coffee,4.37
3186,Ariana,2020/09/23,Jam,12.89
3187,Ariana,2020/09/23,Bread,5.92
3188,Ariana,2020/09/23,Jam,12.89
3189,Ariana,2020/09/23,Jam,12.89
3190,Ariana,2020/09/23,Pastry,7.49
3191,Ariana,2020/09/23,Bread,5.92
3192,Ariana,2020/09/23,Jam,12.89
3193,Ariana,2020/09/23,Cake,8.73
3194,Ariana,2020/09/23,Coffee,4.37
3195,Ariana,2020/09/23,Bread,5.92
3196,Ariana,2020/09/23,Tea,3.29
3197,Ariana,2020/09/23,Pastry,7.49
3198,Ariana,2020/09/23,Cake,8.73
3199,Ariana,2020/09/23,Bread,5.92
3200,Ariana,2020/09/23,Jam,12.89
3201,Ariana,2020/09/23,Cake,8.73
3202,Ariana,2020/09/23,Cake,8.73
3203,Ariana,2020/09/23,Tea,3.29
3204,Ariana,2020/09/23,Jam,12.89
3205,Cersai,2020/09/24,Tea,3.29
3206,Cersai,2020/09/24,Coffee,4.37
3207,Cersai,2020/09/24,Tea,3.29
3208,Cersai,2020/09/24,Cake,8.73
3209,Cersai,2020/09/24,Tea,3.29
3210,Cersai,2020/09/24,Cake,8.73
3211,Cersai,2020/09/24,Coffee,4.37
3212,Cersai,2020/09/24,Bread,5.92
3213,Cersai,2020/09/24,Coffee,4.37
3214,Cersai,2020/09/24,Coffee,4.37
3215,Cersai,2020/09/24,Bread,5.92
3216,Cersai,2020/09/24,Tea,3.29
3217,Cersai,2020/09/24,Pastry,7.49
3218,Cersai,2020/09/24,Tea,3.29
3219,Cersai,2020/09/24,Tea,3.29
3220,Cersai,2020/09/24,Bread,5.92
3221,Cersai,2020/09/24,Cake,8.73
3222,Cersai,2020/09/24,Cake,8.73
3223,Cersai,2020/09/24,Tea,3.29
3224,Cersai,2020/09/24,Tea,3.29
3225,Cersai,2020/09/24,Coffee,4.37
3226,Cersai,2020/09/24,Tea,3.29
3227,Cersai,2020/09/24,Pastry,7.49
3228,Cersai,2020/09/24,Coffee,4.37
3229,Cersai,2020/09/24,Tea,3.29
3230,Cersai,2020/09/24,Bread,5.92
3231,Cersai,2020/09/24,Pastry,7.49
3232,Cersai,2020/09/24,Coffee,4.37
3233,Cersai,2020/09/24,Bread,5.92
3234,Cersai,2020/09/24,Coffee,4.37
3235,Cersai,2020/09/24,Tea,3.29
3236,Cersai,2020/09/24,Tea,3.29
3237,Cersai,2020/09/24,Pastry,7.49
3238,Cersai,2020/09/24,Bread,5.92
3239,Cersai,2020/09/24,Jam,12.89
3240,Cersai,2020/09/24,Coffee,4.37
3241,Cersai,2020/09/24,Bread,5.92
3242,Cersai,2020/09/24,Cake,8.73
3243,Cersai,2020/09/24,Cake,8.73
3244,Cersai,2020/09/24,Coffee,4.37
3245,Cersai,2020/09/24,Coffee,4.37
3246,Cersai,2020/09/24,Pastry,7.49
3247,Cersai,2020/09/24,Coffee,4.37
3248,Cersai,2020/09/24,Cake,8.73
3249,Cersai,2020/09/24,Jam,12.89
3250,Cersai,2020/09/24,Cake,8.73
3251,Cersai,2020/09/24,Bread,5.92
3252,Cersai,2020/09/24,Coffee,4.37
3253,Cersai,2020/09/24,Cake,8.73
3254,Cersai,2020/09/24,Bread,5.92
3255,Cersai,2020/09/24,Tea,3.29
3256,Cersai,2020/09/24,Bread,5.92
3257,Anakin,2020/09/25,Bread,5.92
3258,Anakin,2020/09/25,Tea,3.29
3259,Anakin,2020/09/25,Cake,8.73
3260,Anakin,2020/09/25,Jam,12.89
3261,Anakin,2020/09/25,Pastry,7.49
3262,Anakin,2020/09/25,Bread,5.92
3263,Anakin,2020/09/25,Coffee,4.37
3264,Karen,2020/09/26,Pastry,7.49
3265,Karen,2020/09/26,Pastry,7.49
3266,Karen,2020/09/26,Cake,8.73
3267,Karen,2020/09/26,Coffee,4.37
3268,Karen,2020/09/26,Cake,8.73
3269,Karen,2020/09/26,Jam,12.89
3270,Karen,2020/09/26,Pastry,7.49
3271,Karen,2020/09/26,Tea,3.29
3272,Karen,2020/09/26,Bread,5.92
3273,Karen,2020/09/26,Pastry,7.49
3274,Karen,2020/09/26,Cake,8.73
3275,Karen,2020/09/26,Bread,5.92
3276,Karen,2020/09/26,Bread,5.92
3277,Karen,2020/09/26,Cake,8.73
3278,Karen,2020/09/26,Tea,3.29
3279,Karen,2020/09/26,Cake,8.73
3280,Karen,2020/09/26,Coffee,4.37
3281,Karen,2020/09/26,Tea,3.29
3282,Karen,2020/09/26,Tea,3.29
3283,Karen,2020/09/26,Pastry,7.49
3284,Karen,2020/09/26,Pastry,7.49
3285,Karen,2020/09/26,Jam,12.89
3286,Karen,2020/09/26,Coffee,4.37
3287,Karen,2020/09/26,Tea,3.29
3288,Karen,2020/09/26,Pastry,7.49
3289,Karen,2020/09/26,Jam,12.89
3290,Karen,2020/09/26,Tea,3.29
3291,Karen,2020/09/26,Cake,8.73
3292,Karen,2020/09/26,Jam,12.89
3293,Khan,2020/09/27,Pastry,7.49
3294,Khan,2020/09/27,Jam,12.89
3295,Khan,2020/09/27,Jam,12.89
3296,Khan,2020/09/27,Jam,12.89
3297,Khan,2020/09/27,Pastry,7.49
3298,Khan,2020/09/27,Tea,3.29
3299,Khan,2020/09/27,Pastry,7.49
3300,Khan,2020/09/27,Coffee,4.37
3301,Khan,2020/09/27,Bread,5.92
3302,Khan,2020/09/27,Bread,5.92
3303,Khan,2020/09/27,Tea,3.29
3304,Khan,2020/09/27,Bread,5.92
3305,Khan,2020/09/27,Jam,12.89
3306,Khan,2020/09/27,Jam,12.89
3307,Khan,2020/09/27,Cake,8.73
3308,Khan,2020/09/27,Pastry,7.49
3309,Khan,2020/09/27,Jam,12.89
3310,Khan,2020/09/27,Coffee,4.37
3311,Khan,2020/09/27,Pastry,7.49
3312,Khan,2020/09/27,Tea,3.29
3313,Khan,2020/09/27,Cake,8.73
3314,Khan,2020/09/27,Tea,3.29
3315,Khan,2020/09/27,Bread,5.92
3316,Khan,2020/09/27,Cake,8.73
3317,Khan,2020/09/27,Tea,3.29
3318,Khan,2020/09/27,Tea,3.29
3319,Khan,2020/09/27,Jam,12.89
3320,Khan,2020/09/27,Cake,8.73
3321,Khan,2020/09/27,Bread,5.92
3322,Khan,2020/09/27,Tea,3.29
3323,Khan,2020/09/27,Jam,12.89
3324,Khan,2020/09/27,Pastry,7.49
3325,Khan,2020/09/27,Pastry,7.49
3326,Khan,2020/09/27,Tea,3.29
3327,Khan,2020/09/27,Coffee,4.37
3328,Khan,2020/09/27,Pastry,7.49
3329,Khan,2020/09/27,Tea,3.29
3330,Khan,2020/09/27,Jam,12.89
3331,Khan,2020/09/27,Coffee,4.37
3332,Khan,2020/09/27,Jam,12.89
3333,Khan,2020/09/27,Coffee,4.37
3334,Khan,2020/09/27,Jam,12.89
3335,Khan,2020/09/27,Cake,8.73
3336,Khan,2020/09/27,Cake,8.73
3337,Khan,2020/09/27,Cake,8.73
3338,Khan,2020/09/27,Pastry,7.49
3339,Khan,2020/09/27,Tea,3.29
3340,Khan,2020/09/27,Tea,3.29
3341,Khan,2020/09/27,Bread,5.92
3342,Khan,2020/09/27,Jam,12.89
3343,Khan,2020/09/27,Bread,5.92
3344,Khan,2020/09/27,Tea,3.29
3345,Khan,2020/09/27,Coffee,4.37
3346,Khan,2020/09/27,Coffee,4.37
3347,Khan,2020/09/27,Coffee,4.37
3348,Khan,2020/09/27,Pastry,7.49
3349,Khan,2020/09/27,Cake,8.73
3350,Khan,2020/09/27,Coffee,4.37
3351,Khan,2020/09/27,Bread,5.92
3352,Khan,2020/09/27,Coffee,4.37
3353,Khan,2020/09/27,Bread,5.92
3354,Khan,2020/09/27,Pastry,7.49
3355,Khan,2020/09/27,Tea,3.29
3356,Khan,2020/09/27,Pastry,7.49
3357,Khan,2020/09/27,Tea,3.29
3358,Khan,2020/09/27,Bread,5.92
3359,Khan,2020/09/27,Pastry,7.49
3360,Khan,2020/09/27,Pastry,7.49
3361,Khan,2020/09/27,Jam,12.89
3362,Khan,2020/09/27,Cake,8.73
3363,Khan,2020/09/27,Pastry,7.49
3364,Khan,2020/09/27,Coffee,4.37
3365,Khan,2020/09/27,Cake,8.73
3366,Khan,2020/09/27,Cake,8.73
3367,Khan,2020/09/27,Pastry,7.49
3368,The Hood,2020/09/28,Jam,12.89
3369,The Hood,2020/09/28,Bread,5.92
3370,The Hood,2020/09/28,Jam,12.89
3371,The Hood,2020/09/28,Tea,3.29
3372,The Hood,2020/09/28,Jam,12.89
3373,The Hood,2020/09/28,Pastry,7.49
3374,The Hood,2020/09/28,Coffee,4.37
3375,The Hood,2020/09/28,Cake,8.73
3376,The Hood,2020/09/28,Bread,5.92
3377,The Hood,2020/09/28,Jam,12.89
3378,The Hood,2020/09/28,Jam,12.89
3379,The Hood,2020/09/28,Cake,8.73
3380,The Hood,2020/09/28,Cake,8.73
3381,The Hood,2020/09/28,Cake,8.73
3382,The Hood,2020/09/28,Coffee,4.37
3383,The Hood,2020/09/28,Bread,5.92
3384,The Hood,2020/09/28,Tea,3.29
3385,The Hood,2020/09/28,Pastry,7.49
3386,The Hood,2020/09/28,Tea,3.29
3387,The Hood,2020/09/28,Tea,3.29
3388,The Hood,2020/09/28,Coffee,4.37
3389,The Hood,2020/09/28,Pastry,7.49
3390,The Hood,2020/09/28,Tea,3.29
3391,The Hood,2020/09/28,Jam,12.89
3392,The Hood,2020/09/28,Bread,5.92
3393,The Hood,2020/09/28,Tea,3.29
3394,The Hood,2020/09/28,Coffee,4.37
3395,The Hood,2020/09/28,Tea,3.29
3396,The Hood,2020/09/28,Tea,3.29
3397,The Hood,2020/09/28,Cake,8.73
3398,The Hood,2020/09/28,Tea,3.29
3399,The Hood,2020/09/28,Jam,12.89
3400,The Hood,2020/09/28,Bread,5.92
3401,The Hood,2020/09/28,Tea,3.29
3402,The Hood,2020/09/28,Tea,3.29
3403,The Hood,2020/09/28,Tea,3.29
3404,The Hood,2020/09/28,Bread,5.92
3405,The Hood,2020/09/28,Coffee,4.37
3406,The Hood,2020/09/28,Coffee,4.37
3407,The Hood,2020/09/28,Bread,5.92
3408,The Hood,2020/09/28,Tea,3.29
3409,The Hood,2020/09/28,Bread,5.92
3410,The Hood,2020/09/28,Jam,12.89
3411,The Hood,2020/09/28,Tea,3.29
3412,The Hood,2020/09/28,Tea,3.29
3413,The Hood,2020/09/28,Coffee,4.37
3414,The Hood,2020/09/28,Tea,3.29
3415,The Hood,2020/09/28,Coffee,4.37
3416,The Hood,2020/09/28,Jam,12.89
3417,The Hood,2020/09/28,Pastry,7.49
3418,The Hood,2020/09/28,Pastry,7.49
3419,The Hood,2020/09/28,Bread,5.92
3420,The Hood,2020/09/28,Coffee,4.37
3421,The Hood,2020/09/28,Tea,3.29
3422,The Hood,2020/09/28,Cake,8.73
3423,The Hood,2020/09/28,Jam,12.89
3424,The Hood,2020/09/28,Tea,3.29
3425,The Hood,2020/09/28,Cake,8.73
3426,The Hood,2020/09/28,Tea,3.29
3427,The Hood,2020/09/28,Cake,8.73
3428,The Hood,2020/09/28,Tea,3.29
3429,The Hood,2020/09/28,Coffee,4.37
3430,The Hood,2020/09/28,Tea,3.29
3431,The Hood,2020/09/28,Bread,5.92
3432,The Hood,2020/09/28,Pastry,7.49
3433,The Hood,2020/09/28,Jam,12.89
3434,The Hood,2020/09/28,Cake,8.73
3435,The Hood,2020/09/28,Bread,5.92
3436,The Hood,2020/09/28,Cake,8.73
3437,The Hood,2020/09/28,Coffee,4.37
3438,The Hood,2020/09/28,Bread,5.92
3439,The Hood,2020/09/28,Jam,12.89
3440,The Hood,2020/09/28,Coffee,4.37
3441,The Hood,2020/09/28,Cake,8.73
3442,The Hood,2020/09/28,Tea,3.29
3443,The Hood,2020/09/28,Tea,3.29
3444,Dr Claw,2020/09/29,Pastry,7.49
3445,Dr Claw,2020/09/29,Bread,5.92
3446,Dr Claw,2020/09/29,Bread,5.92
3447,Dr Claw,2020/09/29,Cake,8.73
3448,Dr Claw,2020/09/29,Coffee,4.37
3449,Dr Claw,2020/09/29,Pastry,7.49
3450,Ariana,2020/09/30,Jam,12.89
3451,Ariana,2020/09/30,Tea,3.29
3452,Ariana,2020/09/30,Tea,3.29
3453,Ariana,2020/09/30,Jam,12.89
3454,Ariana,2020/09/30,Tea,3.29
3455,Ariana,2020/09/30,Cake,8.73
3456,Ariana,2020/09/30,Jam,12.89
3457,Ariana,2020/09/30,Cake,8.73
3458,Ariana,2020/09/30,Cake,8.73
3459,Ariana,2020/09/30,Tea,3.29
3460,Ariana,2020/09/30,Pastry,7.49
3461,Ariana,2020/09/30,Coffee,4.37
3462,Ariana,2020/09/30,Coffee,4.37
3463,Ariana,2020/09/30,Tea,3.29
3464,Ariana,2020/09/30,Cake,8.73
3465,Ariana,2020/09/30,Bread,5.92
3466,Ariana,2020/09/30,Coffee,4.37
3467,Ariana,2020/09/30,Tea,3.29
3468,Ariana,2020/09/30,Pastry,7.49
3469,Ariana,2020/09/30,Tea,3.29
3470,Cersai,2020/10/01,Jam,12.89
3471,Cersai,2020/10/01,Cake,8.73
3472,Cersai,2020/10/01,Cake,8.73
3473,Cersai,2020/10/01,Pastry,7.49
3474,Cersai,2020/10/01,Bread,5.92
3475,Cersai,2020/10/01,Tea,3.29
3476,Cersai,2020/10/01,Jam,12.89
3477,Cersai,2020/10/01,Tea,3.29
3478,Cersai,2020/10/01,Pastry,7.49
3479,Cersai,2020/10/01,Jam,12.89
3480,Cersai,2020/10/01,Tea,3.29
3481,Cersai,2020/10/01,Bread,5.92
3482,Cersai,2020/10/01,Pastry,7.49
3483,Cersai,2020/10/01,Coffee,4.37
3484,Cersai,2020/10/01,Cake,8.73
3485,Cersai,2020/10/01,Pastry,7.49
3486,Cersai,2020/10/01,Bread,5.92
3487,Cersai,2020/10/01,Bread,5.92
3488,Cersai,2020/10/01,Bread,5.92
3489,Cersai,2020/10/01,Bread,5.92
3490,Cersai,2020/10/01,Pastry,7.49
3491,Cersai,2020/10/01,Pastry,7.49
3492,Anakin,2020/10/02,Cake,8.73
3493,Anakin,2020/10/02,Tea,3.29
3494,Anakin,2020/10/02,Pastry,7.49
3495,Anakin,2020/10/02,Tea,3.29
3496,Anakin,2020/10/02,Jam,12.89
3497,Anakin,2020/10/02,Bread,5.92
3498,Anakin,2020/10/02,Cake,8.73
3499,Anakin,2020/10/02,Tea,3.29
3500,Anakin,2020/10/02,Tea,3.29
3501,Karen,2020/10/03,Tea,3.29
3502,Karen,2020/10/03,Coffee,4.37
3503,Karen,2020/10/03,Tea,3.29
3504,Karen,2020/10/03,Pastry,7.49
3505,Karen,2020/10/03,Coffee,4.37
3506,Karen,2020/10/03,Pastry,7.49
3507,Karen,2020/10/03,Cake,8.73
3508,Karen,2020/10/03,Tea,3.29
3509,Karen,2020/10/03,Jam,12.89
3510,Karen,2020/10/03,Tea,3.29
3511,Karen,2020/10/03,Bread,5.92
3512,Karen,2020/10/03,Bread,5.92
3513,Karen,2020/10/03,Bread,5.92
3514,Karen,2020/10/03,Bread,5.92
3515,Karen,2020/10/03,Tea,3.29
3516,Karen,2020/10/03,Tea,3.29
3517,Karen,2020/10/03,Coffee,4.37
3518,Karen,2020/10/03,Jam,12.89
3519,Karen,2020/10/03,Pastry,7.49
3520,Karen,2020/10/03,Coffee,4.37
3521,Karen,2020/10/03,Cake,8.73
3522,Karen,2020/10/03,Jam,12.89
3523,Karen,2020/10/03,Coffee,4.37
3524,Karen,2020/10/03,Jam,12.89
3525,Karen,2020/10/03,Bread,5.92
3526,Karen,2020/10/03,Coffee,4.37
3527,Karen,2020/10/03,Jam,12.89
3528,Karen,2020/10/03,Bread,5.92
3529,Karen,2020/10/03,Coffee,4.37
3530,Karen,2020/10/03,Bread,5.92
3531,Karen,2020/10/03,Cake,8.73
3532,Karen,2020/10/03,Tea,3.29
3533,Karen,2020/10/03,Cake,8.73
3534,Karen,2020/10/03,Tea,3.29
3535,Karen,2020/10/03,Bread,5.92
3536,Khan,2020/10/04,Jam,12.89
3537,Khan,2020/10/04,Bread,5.92
3538,Khan,2020/10/04,Pastry,7.49
3539,Khan,2020/10/04,Bread,5.92
3540,Khan,2020/10/04,Jam,12.89
3541,Khan,2020/10/04,Jam,12.89
3542,Khan,2020/10/04,Cake,8.73
3543,Khan,2020/10/04,Tea,3.29
3544,Khan,2020/10/04,Bread,5.92
3545,Khan,2020/10/04,Jam,12.89
3546,Khan,2020/10/04,Bread,5.92
3547,Khan,2020/10/04,Cake,8.73
3548,Khan,2020/10/04,Pastry,7.49
3549,Khan,2020/10/04,Coffee,4.37
3550,Khan,2020/10/04,Tea,3.29
3551,Khan,2020/10/04,Tea,3.29
3552,Khan,2020/10/04,Tea,3.29
3553,Khan,2020/10/04,Cake,8.73
3554,Khan,2020/10/04,Pastry,7.49
3555,Khan,2020/10/04,Bread,5.92
3556,Khan,2020/10/04,Cake,8.73
3557,Khan,2020/10/04,Bread,5.92
3558,Khan,2020/10/04,Pastry,7.49
3559,Khan,2020/10/04,Cake,8.73
3560,Khan,2020/10/04,Cake,8.73
3561,Khan,2020/10/04,Bread,5.92
3562,Khan,2020/10/04,Tea,3.29
3563,Khan,2020/10/04,Jam,12.89
3564,Khan,2020/10/04,Pastry,7.49
3565,Khan,2020/10/04,Tea,3.29
3566,Khan,2020/10/04,Jam,12.89
3567,Khan,2020/10/04,Jam,12.89
3568,Khan,2020/10/04,Coffee,4.37
3569,Khan,2020/10/04,Coffee,4.37
3570,Khan,2020/10/04,Coffee,4.37
3571,The Hood,2020/10/05,Jam,12.89
3572,The Hood,2020/10/05,Coffee,4.37
3573,The Hood,2020/10/05,Bread,5.92
3574,The Hood,2020/10/05,Bread,5.92
3575,The Hood,2020/10/05,Tea,3.29
3576,The Hood,2020/10/05,Pastry,7.49
3577,The Hood,2020/10/05,Coffee,4.37
3578,The Hood,2020/10/05,Pastry,7.49
3579,The Hood,2020/10/05,Jam,12.89
3580,The Hood,2020/10/05,Jam,12.89
3581,The Hood,2020/10/05,Cake,8.73
3582,The Hood,2020/10/05,Jam,12.89
3583,The Hood,2020/10/05,Coffee,4.37
3584,Dr Claw,2020/10/06,Bread,5.92
3585,Dr Claw,2020/10/06,Coffee,4.37
3586,Dr Claw,2020/10/06,Pastry,7.49
3587,Dr Claw,2020/10/06,Jam,12.89
3588,Dr Claw,2020/10/06,Bread,5.92
3589,Dr Claw,2020/10/06,Tea,3.29
3590,Dr Claw,2020/10/06,Cake,8.73
3591,Dr Claw,2020/10/06,Tea,3.29
3592,Dr Claw,2020/10/06,Pastry,7.49
3593,Dr Claw,2020/10/06,Coffee,4.37
3594,Dr Claw,2020/10/06,Coffee,4.37
3595,Dr Claw,2020/10/06,Tea,3.29
3596,Dr Claw,2020/10/06,Pastry,7.49
3597,Dr Claw,2020/10/06,Jam,12.89
3598,Dr Claw,2020/10/06,Tea,3.29
3599,Dr Claw,2020/10/06,Pastry,7.49
3600,Dr Claw,2020/10/06,Bread,5.92
3601,Dr Claw,2020/10/06,Cake,8.73
3602,Dr Claw,2020/10/06,Pastry,7.49
3603,Dr Claw,2020/10/06,Pastry,7.49
3604,Dr Claw,2020/10/06,Bread,5.92
3605,Dr Claw,2020/10/06,Pastry,7.49
3606,Dr Claw,2020/10/06,Tea,3.29
3607,Dr Claw,2020/10/06,Coffee,4.37
3608,Dr Claw,2020/10/06,Cake,8.73
3609,Dr Claw,2020/10/06,Pastry,7.49
3610,Dr Claw,2020/10/06,Cake,8.73
3611,Dr Claw,2020/10/06,Coffee,4.37
3612,Dr Claw,2020/10/06,Jam,12.89
3613,Dr Claw,2020/10/06,Pastry,7.49
3614,Ariana,2020/10/07,Bread,5.92
3615,Ariana,2020/10/07,Coffee,4.37
3616,Ariana,2020/10/07,Cake,8.73
3617,Ariana,2020/10/07,Cake,8.73
3618,Ariana,2020/10/07,Jam,12.89
3619,Ariana,2020/10/07,Tea,3.29
3620,Ariana,2020/10/07,Pastry,7.49
3621,Ariana,2020/10/07,Coffee,4.37
3622,Ariana,2020/10/07,Tea,3.29
3623,Ariana,2020/10/07,Jam,12.89
3624,Ariana,2020/10/07,Jam,12.89
3625,Ariana,2020/10/07,Jam,12.89
3626,Ariana,2020/10/07,Cake,8.73
3627,Ariana,2020/10/07,Coffee,4.37
3628,Ariana,2020/10/07,Coffee,4.37
3629,Ariana,2020/10/07,Coffee,4.37
3630,Ariana,2020/10/07,Cake,8.73
3631,Ariana,2020/10/07,Pastry,7.49
3632,Ariana,2020/10/07,Tea,3.29
3633,Ariana,2020/10/07,Bread,5.92
3634,Ariana,2020/10/07,Coffee,4.37
3635,Ariana,2020/10/07,Jam,12.89
3636,Ariana,2020/10/07,Pastry,7.49
3637,Ariana,2020/10/07,Cake,8.73
3638,Ariana,2020/10/07,Coffee,4.37
3639,Ariana,2020/10/07,Tea,3.29
3640,Ariana,2020/10/07,Tea,3.29
3641,Ariana,2020/10/07,Pastry,7.49
3642,Ariana,2020/10/07,Cake,8.73
3643,Ariana,2020/10/07,Cake,8.73
3644,Ariana,2020/10/07,Pastry,7.49
3645,Ariana,2020/10/07,Pastry,7.49
3646,Ariana,2020/10/07,Coffee,4.37
3647,Ariana,2020/10/07,Jam,12.89
3648,Ariana,2020/10/07,Tea,3.29
3649,Ariana,2020/10/07,Pastry,7.49
3650,Ariana,2020/10/07,Tea,3.29
3651,Ariana,2020/10/07,Coffee,4.37
3652,Cersai,2020/10/08,Cake,8.73
3653,Cersai,2020/10/08,Coffee,4.37
3654,Cersai,2020/10/08,Pastry,7.49
3655,Cersai,2020/10/08,Bread,5.92
3656,Cersai,2020/10/08,Bread,5.92
3657,Cersai,2020/10/08,Cake,8.73
3658,Cersai,2020/10/08,Tea,3.29
3659,Cersai,2020/10/08,Jam,12.89
3660,Cersai,2020/10/08,Tea,3.29
3661,Cersai,2020/10/08,Cake,8.73
3662,Cersai,2020/10/08,Jam,12.89
3663,Cersai,2020/10/08,Cake,8.73
3664,Cersai,2020/10/08,Tea,3.29
3665,Cersai,2020/10/08,Pastry,7.49
3666,Cersai,2020/10/08,Bread,5.92
3667,Cersai,2020/10/08,Cake,8.73
3668,Cersai,2020/10/08,Cake,8.73
3669,Cersai,2020/10/08,Bread,5.92
3670,Cersai,2020/10/08,Bread,5.92
3671,Cersai,2020/10/08,Tea,3.29
3672,Cersai,2020/10/08,Pastry,7.49
3673,Cersai,2020/10/08,Coffee,4.37
3674,Cersai,2020/10/08,Cake,8.73
3675,Cersai,2020/10/08,Tea,3.29
3676,Cersai,2020/10/08,Cake,8.73
3677,Anakin,2020/10/09,Cake,8.73
3678,Anakin,2020/10/09,Jam,12.89
3679,Anakin,2020/10/09,Tea,3.29
3680,Anakin,2020/10/09,Cake,8.73
3681,Anakin,2020/10/09,Jam,12.89
3682,Anakin,2020/10/09,Tea,3.29
3683,Anakin,2020/10/09,Pastry,7.49
3684,Anakin,2020/10/09,Cake,8.73
3685,Anakin,2020/10/09,Cake,8.73
3686,Anakin,2020/10/09,Jam,12.89
3687,Anakin,2020/10/09,Tea,3.29
3688,Anakin,2020/10/09,Jam,12.89
3689,Anakin,2020/10/09,Jam,12.89
3690,Anakin,2020/10/09,Tea,3.29
3691,Anakin,2020/10/09,Pastry,7.49
3692,Anakin,2020/10/09,Bread,5.92
3693,Anakin,2020/10/09,Tea,3.29
3694,Anakin,2020/10/09,Coffee,4.37
3695,Anakin,2020/10/09,Coffee,4.37
3696,Anakin,2020/10/09,Cake,8.73
3697,Anakin,2020/10/09,Coffee,4.37
3698,Anakin,2020/10/09,Tea,3.29
3699,Anakin,2020/10/09,Pastry,7.49
