Transaction ID,Date,Item,Deposit Amount
3430,2020/09/28,Tea,3.29
3431,2020/09/28,Bread,5.92
3432,2020/09/28,Pastry,7.49
3433,2020/09/28,Jam,12.89
3434,2020/09/28,Cake,8.73
3435,2020/09/28,Bread,5.92
3436,2020/09/28,Cake,8.73
3437,2020/09/28,Coffee,4.37
3438,2020/09/28,Bread,5.92
3439,2020/09/28,Jam,12.89
3440,2020/09/28,Coffee,4.37
3441,2020/09/28,Cake,-5.26
3442,2020/09/28,Tea,3.29
3443,2020/09/28,Tea,3.29
3444,2020/09/29,Pastry,7.49
3445,2020/09/29,Bread,5.92
3446,2020/09/29,Bread,5.92
3447,2020/09/29,Cake,8.73
3448,2020/09/29,Coffee,4.37
3449,2020/09/29,Pastry,7.49
3450,2020/09/30,Jam,12.89
3451,2020/09/30,Tea,3.29
3452,2020/09/30,Tea,3.29
3453,2020/09/30,Jam,12.89
3454,2020/09/30,Tea,3.29
3455,2020/09/30,Cake,8.73
3456,2020/09/30,Jam,12.89
3457,2020/09/30,Cake,8.73
3458,2020/09/30,Cake,8.73
3459,2020/09/30,Tea,3.29
3460,2020/09/30,Pastry,7.49
3461,2020/09/30,Coffee,4.37
3462,2020/09/30,Coffee,4.37
3463,2020/09/30,Tea,3.29
3464,2020/09/30,Cake,8.73
3465,2020/09/30,Bread,5.92
3466,2020/09/30,Coffee,4.37
3467,2020/09/30,Tea,3.29
3468,2020/09/30,Pastry,7.49
3469,2020/09/30,Tea,3.29
3470,2020/10/01,Jam,12.89
3471,2020/10/01,Cake,8.73
3472,2020/10/01,Cake,8.73
3473,2020/10/01,Pastry,7.49
3474,2020/10/01,Bread,5.92
3475,2020/10/01,Tea,3.29
3476,2020/10/01,Jam,12.89
3477,2020/10/01,Tea,3.29
3478,2020/10/01,Pastry,7.49
3479,2020/10/01,Jam,12.89
3480,2020/10/01,Tea,3.29
3481,2020/10/01,Bread,5.92
3482,2020/10/01,Pastry,7.49
3483,2020/10/01,Coffee,4.37
3484,2020/10/01,Cake,8.73
3485,2020/10/01,Pastry,7.49
3486,2020/10/01,Bread,5.92
3487,2020/10/01,Bread,5.92
3488,2020/10/01,Bread,5.92
3489,2020/10/01,Bread,5.92
3490,2020/10/01,Pastry,7.49
3491,2020/10/01,Pastry,2.04
3492,2020/10/02,Cake,8.73
3493,2020/10/02,Tea,3.29
3494,2020/10/02,Pastry,-2.87
3495,2020/10/02,Tea,3.29
3496,2020/10/02,Jam,12.89
3497,2020/10/02,Bread,5.92
3498,2020/10/02,Cake,8.73
3499,2020/10/02,Tea,3.29
3500,2020/10/02,Tea,3.29
3501,2020/10/03,Tea,3.29
3502,2020/10/03,Coffee,4.37
3503,2020/10/03,Tea,0.41
3504,2020/10/03,Pastry,7.49
3505,2020/10/03,Coffee,4.37
3506,2020/10/03,Pastry,7.49
3507,2020/10/03,Cake,8.73
3508,2020/10/03,Tea,3.29
3509,2020/10/03,Jam,12.89
3510,2020/10/03,Tea,3.29
3511,2020/10/03,Bread,5.92
3512,2020/10/03,Bread,5.92
3513,2020/10/03,Bread,5.92
3514,2020/10/03,Bread,5.92
3515,2020/10/03,Tea,3.29
3516,2020/10/03,Tea,3.29
3517,2020/10/03,Coffee,4.37
3518,2020/10/03,Jam,12.89
3519,2020/10/03,Pastry,7.49
3520,2020/10/03,Coffee,4.37
3521,2020/10/03,Cake,8.73
3522,2020/10/03,Jam,12.89
3523,2020/10/03,Coffee,4.37
3524,2020/10/03,Jam,12.89
3525,2020/10/03,Bread,5.92
3526,2020/10/03,Coffee,4.37
3527,2020/10/03,Jam,12.89
3528,2020/10/03,Bread,5.92
3529,2020/10/03,Coffee,1.94
3530,2020/10/03,Bread,5.92
3531,2020/10/03,Cake,8.73
3532,2020/10/03,Tea,3.29
3533,2020/10/03,Cake,8.73
3534,2020/10/03,Tea,3.29
3535,2020/10/03,Bread,5.92
3536,2020/10/04,Jam,12.89
3537,2020/10/04,Bread,5.92
3538,2020/10/04,Pastry,7.49
3539,2020/10/04,Bread,5.92
3540,2020/10/04,Jam,12.89
3541,2020/10/04,Jam,12.89
3542,2020/10/04,Cake,8.73
3543,2020/10/04,Tea,3.29
3544,2020/10/04,Bread,5.92
3545,2020/10/04,Jam,12.89
3546,2020/10/04,Bread,5.92
3547,2020/10/04,Cake,8.73
3548,2020/10/04,Pastry,7.49
3549,2020/10/04,Coffee,4.37
3550,2020/10/04,Tea,3.29
3551,2020/10/04,Tea,3.29
3552,2020/10/04,Tea,3.29
3553,2020/10/04,Cake,8.73
3554,2020/10/04,Pastry,7.49
3555,2020/10/04,Bread,5.92
3556,2020/10/04,Cake,8.73
3557,2020/10/04,Bread,5.92
3558,2020/10/04,Pastry,7.49
3559,2020/10/04,Cake,8.73
3560,2020/10/04,Cake,8.73
3561,2020/10/04,Bread,5.92
3562,2020/10/04,Tea,3.29
3563,2020/10/04,Jam,12.89
3564,2020/10/04,Pastry,7.49
3565,2020/10/04,Tea,3.29
3566,2020/10/04,Jam,12.89
3567,2020/10/04,Jam,12.89
3568,2020/10/04,Coffee,4.37
3569,2020/10/04,Coffee,4.37
3570,2020/10/04,Coffee,4.37
3571,2020/10/05,Jam,12.89
3572,2020/10/05,Coffee,4.37
3573,2020/10/05,Bread,5.92
3574,2020/10/05,Bread,5.92
3575,2020/10/05,Tea,3.29
3576,2020/10/05,Pastry,7.49
3577,2020/10/05,Coffee,4.37
3578,2020/10/05,Pastry,7.49
3579,2020/10/05,Jam,12.89
3580,2020/10/05,Jam,12.89
3581,2020/10/05,Cake,8.73
3582,2020/10/05,Jam,12.89
3583,2020/10/05,Coffee,4.37
3584,2020/10/06,Bread,5.92
3585,2020/10/06,Coffee,4.37
3586,2020/10/06,Pastry,-2.79
3587,2020/10/06,Jam,12.89
3588,2020/10/06,Bread,5.92
3589,2020/10/06,Tea,3.29
3590,2020/10/06,Cake,8.73
3591,2020/10/06,Tea,3.29
3592,2020/10/06,Pastry,7.49
3593,2020/10/06,Coffee,4.37
3594,2020/10/06,Coffee,4.37
3595,2020/10/06,Tea,3.29
3596,2020/10/06,Pastry,7.49
3597,2020/10/06,Jam,12.89
3598,2020/10/06,Tea,3.29
3599,2020/10/06,Pastry,7.49
3600,2020/10/06,Bread,5.92
3601,2020/10/06,Cake,8.73
3602,2020/10/06,Pastry,7.49
3603,2020/10/06,Pastry,7.49
3604,2020/10/06,Bread,5.92
3605,2020/10/06,Pastry,7.49
3606,2020/10/06,Tea,3.29
3607,2020/10/06,Coffee,4.37
3608,2020/10/06,Cake,8.73
3609,2020/10/06,Pastry,7.49
3610,2020/10/06,Cake,8.73
3611,2020/10/06,Coffee,4.37
3612,2020/10/06,Jam,12.89
3613,2020/10/06,Pastry,7.49
3614,2020/10/07,Bread,5.92
3615,2020/10/07,Coffee,4.37
3616,2020/10/07,Cake,8.73
3617,2020/10/07,Cake,8.73
3618,2020/10/07,Jam,12.89
3619,2020/10/07,Tea,3.29
3620,2020/10/07,Pastry,7.49
3621,2020/10/07,Coffee,4.37
3622,2020/10/07,Tea,3.29
3623,2020/10/07,Jam,12.89
3624,2020/10/07,Jam,12.89
3625,2020/10/07,Jam,12.89
3626,2020/10/07,Cake,8.73
3627,2020/10/07,Coffee,4.37
3628,2020/10/07,Coffee,4.37
3629,2020/10/07,Coffee,4.37
3630,2020/10/07,Cake,8.73
3631,2020/10/07,Pastry,7.49
3632,2020/10/07,Tea,3.29
3633,2020/10/07,Bread,5.92
3634,2020/10/07,Coffee,4.37
3635,2020/10/07,Jam,12.89
3636,2020/10/07,Pastry,7.49
3637,2020/10/07,Cake,8.73
3638,2020/10/07,Coffee,1.24
3639,2020/10/07,Tea,3.29
3640,2020/10/07,Tea,3.29
3641,2020/10/07,Pastry,7.49
3642,2020/10/07,Cake,8.73
3643,2020/10/07,Cake,8.73
3644,2020/10/07,Pastry,7.49
3645,2020/10/07,Pastry,7.49
3646,2020/10/07,Coffee,4.37
3647,2020/10/07,Jam,12.89
3648,2020/10/07,Tea,3.29
3649,2020/10/07,Pastry,7.49
3650,2020/10/07,Tea,-0.34
3651,2020/10/07,Coffee,4.37
3652,2020/10/08,Cake,8.73
3653,2020/10/08,Coffee,4.37
3654,2020/10/08,Pastry,7.49
3655,2020/10/08,Bread,5.92
3656,2020/10/08,Bread,5.92
3657,2020/10/08,Cake,8.73
3658,2020/10/08,Tea,3.29
3659,2020/10/08,Jam,12.89
3660,2020/10/08,Tea,3.29
3661,2020/10/08,Cake,8.73
3662,2020/10/08,Jam,12.89
3663,2020/10/08,Cake,8.73
3664,2020/10/08,Tea,3.29
3665,2020/10/08,Pastry,7.49
3666,2020/10/08,Bread,5.92
3667,2020/10/08,Cake,8.73
3668,2020/10/08,Cake,8.73
3669,2020/10/08,Bread,5.92
3670,2020/10/08,Bread,5.92
3671,2020/10/08,Tea,3.29
3672,2020/10/08,Pastry,7.49
3673,2020/10/08,Coffee,4.37
3674,2020/10/08,Cake,8.73
3675,2020/10/08,Tea,3.29
3676,2020/10/08,Cake,8.73
3677,2020/10/09,Cake,8.73
3678,2020/10/09,Jam,12.89
3679,2020/10/09,Tea,3.29
3680,2020/10/09,Cake,8.73
3681,2020/10/09,Jam,12.89
3682,2020/10/09,Tea,3.29
3683,2020/10/09,Pastry,7.49
3684,2020/10/09,Cake,8.73
3685,2020/10/09,Cake,8.73
3686,2020/10/09,Jam,12.89
3687,2020/10/09,Tea,-0.34
3688,2020/10/09,Jam,12.89
3689,2020/10/09,Jam,12.89
3690,2020/10/09,Tea,3.29
3691,2020/10/09,Pastry,7.49
3692,2020/10/09,Bread,5.92
3693,2020/10/09,Tea,3.29
3694,2020/10/09,Coffee,4.37
3695,2020/10/09,Coffee,4.37
3696,2020/10/09,Cake,8.73
3697,2020/10/09,Coffee,4.37
3698,2020/10/09,Tea,3.29
3699,2020/10/09,Pastry,7.49
3700,2020/10/09,Bread,5.92
3701,2020/10/09,Jam,12.89
3702,2020/10/09,Cake,8.73
3703,2020/10/09,Coffee,4.37
3704,2020/10/09,Jam,12.89
3705,2020/10/09,Cake,8.73
3706,2020/10/09,Jam,12.89
3707,2020/10/09,Tea,3.29
3708,2020/10/09,Coffee,4.37
3709,2020/10/09,Bread,5.92
3710,2020/10/09,Pastry,7.49
3711,2020/10/09,Coffee,4.37
3712,2020/10/09,Cake,8.73
3713,2020/10/09,Pastry,7.49
3714,2020/10/09,Tea,3.29
3715,2020/10/09,Tea,3.29
3716,2020/10/09,Tea,3.29
3717,2020/10/09,Cake,8.73
3718,2020/10/09,Tea,3.29
3719,2020/10/09,Cake,8.73
3720,2020/10/09,Pastry,7.49
3721,2020/10/09,Pastry,7.49
3722,2020/10/09,Jam,12.89
3723,2020/10/09,Bread,5.92
3724,2020/10/09,Bread,5.92
3725,2020/10/09,Tea,3.29
3726,2020/10/09,Jam,12.89
3727,2020/10/09,Bread,5.92
3728,2020/10/09,Tea,3.29
3729,2020/10/09,Coffee,4.37
3730,2020/10/09,Tea,3.29
3731,2020/10/10,Coffee,4.37
3732,2020/10/10,Tea,3.29
3733,2020/10/10,Jam,12.89
3734,2020/10/10,Tea,3.29
3735,2020/10/10,Cake,8.73
3736,2020/10/10,Cake,8.73
3737,2020/10/10,Cake,8.73
3738,2020/10/10,Cake,8.73
3739,2020/10/10,Bread,5.92
3740,2020/10/10,Tea,3.29
3741,2020/10/10,Tea,3.29
3742,2020/10/10,Pastry,7.49
3743,2020/10/10,Pastry,7.49
3744,2020/10/10,Tea,3.29
3745,2020/10/10,Cake,8.73
3746,2020/10/10,Coffee,4.37
3747,2020/10/10,Tea,3.29
3748,2020/10/10,Bread,5.92
3749,2020/10/10,Pastry,7.49
3750,2020/10/10,Tea,3.29
3751,2020/10/10,Coffee,4.37
3752,2020/10/10,Pastry,7.49
3753,2020/10/10,Coffee,4.37
3754,2020/10/10,Coffee,4.37
3755,2020/10/10,Bread,5.92
3756,2020/10/10,Pastry,7.49
3757,2020/10/11,Tea,3.29
3758,2020/10/11,Pastry,7.49
3759,2020/10/11,Tea,3.29
3760,2020/10/11,Bread,5.92
3761,2020/10/11,Coffee,4.37
3762,2020/10/11,Tea,3.29
3763,2020/10/11,Tea,3.29
3764,2020/10/11,Bread,5.92
3765,2020/10/11,Cake,8.73
3766,2020/10/11,Jam,12.89
3767,2020/10/11,Bread,5.92
3768,2020/10/11,Tea,3.29
3769,2020/10/11,Cake,8.73
3770,2020/10/11,Tea,3.29
3771,2020/10/11,Bread,5.92
3772,2020/10/11,Coffee,4.37
3773,2020/10/11,Jam,12.89
3774,2020/10/11,Pastry,7.49
3775,2020/10/11,Jam,12.89
3776,2020/10/11,Coffee,4.37
3777,2020/10/11,Tea,3.29
3778,2020/10/11,Pastry,7.49
3779,2020/10/11,Tea,1.30
3780,2020/10/11,Jam,12.89
3781,2020/10/11,Jam,12.89
3782,2020/10/11,Cake,8.73
3783,2020/10/11,Bread,5.92
3784,2020/10/11,Jam,12.89
3785,2020/10/11,Bread,5.92
3786,2020/10/11,Tea,3.29
3787,2020/10/11,Bread,5.92
3788,2020/10/11,Cake,4.14
3789,2020/10/11,Tea,3.29
3790,2020/10/11,Tea,3.29
3791,2020/10/11,Bread,5.92
3792,2020/10/11,Tea,3.29
3793,2020/10/11,Tea,3.29
3794,2020/10/11,Jam,12.89
3795,2020/10/11,Coffee,4.37
3796,2020/10/11,Jam,12.89
3797,2020/10/11,Jam,12.89
3798,2020/10/11,Coffee,4.37
3799,2020/10/11,Coffee,4.37
3800,2020/10/11,Pastry,7.49
3801,2020/10/11,Jam,12.89
3802,2020/10/11,Jam,12.89
3803,2020/10/11,Jam,12.89
3804,2020/10/11,Tea,3.29
3805,2020/10/11,Coffee,0.43
3806,2020/10/11,Bread,5.92
3807,2020/10/11,Cake,8.73
3808,2020/10/11,Bread,5.92
3809,2020/10/11,Jam,12.89
3810,2020/10/11,Jam,12.89
3811,2020/10/11,Coffee,4.37
3812,2020/10/11,Coffee,4.37
3813,2020/10/11,Bread,5.92
3814,2020/10/11,Coffee,4.37
3815,2020/10/11,Tea,3.29
3816,2020/10/12,Bread,5.92
3817,2020/10/12,Cake,8.73
3818,2020/10/12,Coffee,4.37
3819,2020/10/12,Jam,12.89
3820,2020/10/12,Jam,12.89
3821,2020/10/12,Coffee,4.37
3822,2020/10/12,Coffee,4.37
3823,2020/10/12,Cake,8.73
3824,2020/10/12,Coffee,4.37
3825,2020/10/12,Bread,5.92
3826,2020/10/12,Pastry,7.49
3827,2020/10/12,Cake,8.73
3828,2020/10/12,Coffee,4.37
3829,2020/10/12,Bread,5.92
3830,2020/10/12,Jam,12.89
3831,2020/10/12,Pastry,7.49
3832,2020/10/12,Jam,12.89
3833,2020/10/12,Cake,8.73
3834,2020/10/12,Bread,5.92
3835,2020/10/12,Jam,12.89
3836,2020/10/12,Jam,12.89
3837,2020/10/12,Jam,12.89
3838,2020/10/12,Coffee,4.37
3839,2020/10/12,Coffee,4.37
3840,2020/10/12,Jam,12.89
3841,2020/10/12,Coffee,4.37
3842,2020/10/12,Cake,8.73
3843,2020/10/12,Bread,5.92
3844,2020/10/12,Pastry,7.49
3845,2020/10/12,Pastry,7.49
3846,2020/10/12,Cake,8.73
3847,2020/10/12,Coffee,4.37
3848,2020/10/12,Pastry,7.49
3849,2020/10/13,Jam,12.89
3850,2020/10/13,Cake,8.73
3851,2020/10/13,Tea,3.29
3852,2020/10/13,Jam,12.89
3853,2020/10/13,Pastry,7.49
3854,2020/10/13,Coffee,4.37
3855,2020/10/13,Coffee,4.37
3856,2020/10/13,Pastry,7.49
3857,2020/10/13,Cake,8.73
3858,2020/10/13,Pastry,7.49
3859,2020/10/13,Coffee,4.37
3860,2020/10/13,Tea,3.29
3861,2020/10/13,Pastry,7.49
3862,2020/10/13,Bread,5.92
3863,2020/10/13,Jam,12.89
3864,2020/10/14,Coffee,4.37
3865,2020/10/14,Coffee,4.37
3866,2020/10/14,Tea,3.29
3867,2020/10/14,Jam,12.89
3868,2020/10/14,Bread,5.92
3869,2020/10/14,Pastry,7.49
3870,2020/10/14,Coffee,4.37
3871,2020/10/14,Coffee,4.37
3872,2020/10/14,Cake,8.73
3873,2020/10/14,Bread,5.92
3874,2020/10/14,Tea,3.29
3875,2020/10/14,Bread,5.92
3876,2020/10/14,Bread,5.92
3877,2020/10/14,Pastry,7.49
3878,2020/10/14,Jam,12.89
3879,2020/10/14,Tea,3.29
3880,2020/10/15,Cake,8.73
3881,2020/10/15,Pastry,7.49
3882,2020/10/15,Jam,12.89
3883,2020/10/15,Tea,3.29
3884,2020/10/15,Jam,12.89
3885,2020/10/15,Cake,8.73
3886,2020/10/15,Bread,5.92
3887,2020/10/15,Cake,1.63
3888,2020/10/15,Cake,8.73
3889,2020/10/15,Tea,3.29
3890,2020/10/15,Jam,12.89
3891,2020/10/15,Bread,5.92
3892,2020/10/15,Tea,3.29
3893,2020/10/15,Bread,5.92
3894,2020/10/15,Jam,12.89
3895,2020/10/15,Tea,3.29
3896,2020/10/15,Cake,8.73
3897,2020/10/15,Jam,12.89
3898,2020/10/15,Tea,3.29
3899,2020/10/15,Tea,3.29
3900,2020/10/15,Cake,8.73
3901,2020/10/15,Coffee,4.37
3902,2020/10/15,Cake,8.73
3903,2020/10/15,Pastry,7.49
3904,2020/10/15,Coffee,4.37
3905,2020/10/15,Coffee,4.37
3906,2020/10/16,Jam,12.89
3907,2020/10/16,Pastry,7.49
3908,2020/10/16,Cake,8.73
3909,2020/10/16,Pastry,7.49
3910,2020/10/16,Cake,8.73
3911,2020/10/16,Pastry,7.49
3912,2020/10/16,Coffee,4.37
3913,2020/10/16,Tea,3.29
3914,2020/10/16,Bread,5.92
3915,2020/10/16,Tea,3.29
3916,2020/10/16,Coffee,4.37
3917,2020/10/16,Cake,8.73
3918,2020/10/16,Pastry,7.49
3919,2020/10/16,Tea,3.29
3920,2020/10/16,Tea,3.29
3921,2020/10/16,Pastry,7.49
3922,2020/10/16,Tea,3.29
3923,2020/10/16,Tea,3.29
3924,2020/10/16,Bread,5.92
3925,2020/10/16,Tea,3.29
3926,2020/10/16,Pastry,7.49
3927,2020/10/16,Tea,3.29
3928,2020/10/16,Bread,5.92
3929,2020/10/16,Bread,5.92
3930,2020/10/16,Cake,8.73
3931,2020/10/16,Cake,8.73
3932,2020/10/16,Pastry,7.49
3933,2020/10/16,Bread,5.92
3934,2020/10/16,Jam,12.89
3935,2020/10/17,Coffee,4.37
3936,2020/10/17,Tea,3.29
3937,2020/10/17,Cake,8.73
3938,2020/10/17,Bread,5.92
3939,2020/10/17,Pastry,7.49
3940,2020/10/17,Pastry,7.49
3941,2020/10/17,Pastry,7.49
3942,2020/10/17,Coffee,4.37
3943,2020/10/17,Pastry,7.49
3944,2020/10/17,Bread,5.92
3945,2020/10/17,Tea,3.29
3946,2020/10/17,Cake,8.73
3947,2020/10/17,Pastry,7.49
3948,2020/10/17,Tea,3.29
3949,2020/10/17,Pastry,7.49
3950,2020/10/17,Cake,8.73
3951,2020/10/17,Pastry,7.49
3952,2020/10/17,Tea,3.29
3953,2020/10/17,Tea,3.29
3954,2020/10/17,Coffee,4.37
3955,2020/10/17,Tea,3.29
3956,2020/10/17,Bread,5.92
3957,2020/10/17,Bread,5.92
3958,2020/10/17,Pastry,7.49
3959,2020/10/17,Jam,12.89
3960,2020/10/17,Pastry,7.49
3961,2020/10/17,Jam,12.89
3962,2020/10/17,Cake,8.73
3963,2020/10/17,Coffee,4.37
3964,2020/10/17,Coffee,4.37
3965,2020/10/17,Cake,8.73
3966,2020/10/17,Bread,5.92
3967,2020/10/17,Tea,3.29
3968,2020/10/17,Jam,12.89
3969,2020/10/17,Coffee,4.37
3970,2020/10/17,Tea,3.29
3971,2020/10/17,Coffee,4.37
3972,2020/10/17,Bread,5.92
3973,2020/10/17,Coffee,4.37
3974,2020/10/17,Jam,12.89
3975,2020/10/17,Coffee,4.37
3976,2020/10/17,Jam,12.89
3977,2020/10/17,Jam,12.89
3978,2020/10/17,Pastry,7.49
3979,2020/10/17,Cake,8.73
3980,2020/10/17,Cake,8.73
3981,2020/10/17,Cake,8.73
3982,2020/10/17,Bread,5.92
3983,2020/10/17,Pastry,7.49
3984,2020/10/17,Jam,12.89
3985,2020/10/17,Pastry,7.49
3986,2020/10/17,Pastry,7.49
3987,2020/10/17,Cake,8.73
3988,2020/10/17,Cake,8.73
3989,2020/10/17,Coffee,4.37
3990,2020/10/17,Tea,3.29
3991,2020/10/17,Tea,3.29
3992,2020/10/17,Coffee,4.37
3993,2020/10/17,Cake,8.73
3994,2020/10/17,Cake,8.73
3995,2020/10/17,Cake,8.73
3996,2020/10/17,Bread,5.92
3997,2020/10/17,Cake,8.73
3998,2020/10/17,Pastry,7.49
3999,2020/10/17,Bread,5.92
4000,2020/10/17,Cake,8.73
4001,2020/10/17,Tea,3.29
4002,2020/10/17,Bread,5.92
4003,2020/10/17,Coffee,4.37
4004,2020/10/17,Bread,5.92
4005,2020/10/17,Coffee,4.37
4006,2020/10/17,Pastry,7.49
4007,2020/10/17,Pastry,7.49
4008,2020/10/17,Bread,5.92
4009,2020/10/17,Coffee,4.37
4010,2020/10/17,Jam,12.89
4011,2020/10/17,Tea,3.29
4012,2020/10/17,Jam,12.89
4013,2020/10/17,Cake,8.73
4014,2020/10/17,Bread,5.92
4015,2020/10/17,Cake,8.73
4016,2020/10/17,Bread,5.92
4017,2020/10/17,Coffee,4.37
4018,2020/10/18,Coffee,4.37
4019,2020/10/18,Cake,8.73
4020,2020/10/18,Bread,5.92
4021,2020/10/18,Pastry,7.49
4022,2020/10/18,Cake,8.73
4023,2020/10/18,Coffee,4.37
4024,2020/10/18,Pastry,7.49
4025,2020/10/18,Bread,5.92
4026,2020/10/18,Pastry,7.49
4027,2020/10/18,Coffee,4.37
4028,2020/10/18,Cake,8.73
4029,2020/10/18,Coffee,4.37
4030,2020/10/18,Cake,8.73
4031,2020/10/18,Coffee,4.37
4032,2020/10/18,Pastry,7.49
4033,2020/10/18,Cake,8.73
4034,2020/10/18,Tea,3.29
4035,2020/10/18,Coffee,4.37
4036,2020/10/18,Coffee,4.37
4037,2020/10/18,Jam,12.89
4038,2020/10/18,Coffee,4.37
4039,2020/10/18,Tea,3.29
4040,2020/10/18,Coffee,4.37
4041,2020/10/18,Bread,5.92
4042,2020/10/18,Coffee,4.37
4043,2020/10/18,Bread,5.92
4044,2020/10/18,Jam,12.89
4045,2020/10/18,Pastry,7.49
4046,2020/10/18,Cake,8.73
4047,2020/10/18,Tea,3.29
4048,2020/10/18,Tea,3.29
4049,2020/10/18,Coffee,4.37
4050,2020/10/18,Coffee,4.37
4051,2020/10/18,Cake,8.73
4052,2020/10/18,Cake,8.73
4053,2020/10/18,Tea,3.29
4054,2020/10/18,Coffee,4.37
4055,2020/10/18,Cake,5.77
4056,2020/10/18,Bread,5.92
4057,2020/10/18,Cake,8.73
4058,2020/10/18,Bread,5.92
4059,2020/10/19,Coffee,4.37
4060,2020/10/19,Pastry,7.49
4061,2020/10/19,Coffee,4.37
4062,2020/10/19,Coffee,4.37
4063,2020/10/19,Pastry,7.49
4064,2020/10/19,Cake,8.73
4065,2020/10/20,Tea,3.29
4066,2020/10/20,Tea,3.29
4067,2020/10/20,Coffee,4.37
4068,2020/10/20,Cake,8.73
4069,2020/10/20,Tea,3.29
4070,2020/10/20,Bread,5.92
4071,2020/10/20,Pastry,7.49
4072,2020/10/20,Cake,8.73
4073,2020/10/20,Cake,8.73
4074,2020/10/20,Coffee,4.37
4075,2020/10/20,Tea,3.29
4076,2020/10/20,Coffee,4.37
4077,2020/10/20,Bread,5.92
4078,2020/10/20,Bread,5.92
4079,2020/10/20,Jam,12.89
4080,2020/10/20,Tea,3.29
4081,2020/10/20,Cake,8.73
4082,2020/10/20,Jam,12.89
4083,2020/10/20,Coffee,4.37
4084,2020/10/20,Cake,8.73
4085,2020/10/20,Pastry,7.49
4086,2020/10/20,Coffee,4.37
4087,2020/10/20,Tea,3.29
4088,2020/10/20,Coffee,4.37
4089,2020/10/20,Jam,12.89
4090,2020/10/20,Cake,8.73
4091,2020/10/20,Pastry,7.49
4092,2020/10/20,Bread,5.92
4093,2020/10/20,Tea,3.29
4094,2020/10/20,Coffee,4.37
4095,2020/10/20,Coffee,4.37
4096,2020/10/20,Pastry,7.49
4097,2020/10/20,Cake,8.73
4098,2020/10/20,Cake,8.73
4099,2020/10/20,Cake,8.73
4100,2020/10/20,Pastry,7.49
4101,2020/10/20,Coffee,4.37
4102,2020/10/20,Tea,3.29
4103,2020/10/20,Jam,12.89
4104,2020/10/20,Tea,3.29
4105,2020/10/20,Coffee,4.37
4106,2020/10/20,Bread,5.92
4107,2020/10/20,Tea,3.29
4108,2020/10/20,Pastry,7.49
4109,2020/10/20,Bread,5.92
4110,2020/10/20,Bread,5.92
4111,2020/10/20,Jam,12.89
4112,2020/10/20,Pastry,7.49
4113,2020/10/20,Coffee,4.37
4114,2020/10/20,Pastry,7.49
4115,2020/10/20,Tea,3.29
4116,2020/10/20,Coffee,4.37
4117,2020/10/20,Bread,5.92
4118,2020/10/20,Jam,12.89
4119,2020/10/21,Bread,5.92
4120,2020/10/21,Coffee,4.37
4121,2020/10/21,Jam,12.89
4122,2020/10/21,Jam,12.89
4123,2020/10/21,Pastry,7.49
4124,2020/10/21,Jam,12.89
4125,2020/10/22,Bread,5.92
4126,2020/10/22,Pastry,7.49
4127,2020/10/22,Coffee,4.37
4128,2020/10/22,Coffee,4.37
4129,2020/10/22,Tea,3.29
4130,2020/10/22,Bread,5.92
4131,2020/10/22,Bread,5.92
4132,2020/10/22,Cake,8.73
4133,2020/10/23,Tea,3.29
4134,2020/10/23,Cake,8.73
4135,2020/10/23,Bread,5.92
4136,2020/10/23,Tea,3.29
4137,2020/10/23,Coffee,4.37
4138,2020/10/23,Cake,8.73
4139,2020/10/23,Coffee,4.37
4140,2020/10/23,Bread,5.92
4141,2020/10/23,Jam,12.89
4142,2020/10/23,Coffee,4.37
4143,2020/10/23,Tea,-1.22
4144,2020/10/23,Bread,5.92
4145,2020/10/23,Bread,5.92
4146,2020/10/23,Jam,12.89
4147,2020/10/23,Pastry,7.49
4148,2020/10/23,Jam,12.89
4149,2020/10/23,Cake,8.73
4150,2020/10/23,Cake,8.73
4151,2020/10/23,Tea,2.70
4152,2020/10/23,Cake,8.73
4153,2020/10/23,Cake,8.73
4154,2020/10/23,Coffee,4.37
4155,2020/10/23,Tea,3.29
4156,2020/10/23,Tea,3.29
4157,2020/10/23,Pastry,7.49
4158,2020/10/23,Cake,8.73
4159,2020/10/23,Cake,8.73
4160,2020/10/23,Cake,8.73
4161,2020/10/23,Tea,3.29
4162,2020/10/23,Coffee,4.37
4163,2020/10/23,Pastry,7.49
4164,2020/10/23,Cake,8.73
4165,2020/10/23,Pastry,7.49
4166,2020/10/23,Jam,12.89
4167,2020/10/23,Jam,12.89
4168,2020/10/24,Pastry,7.49
4169,2020/10/24,Jam,12.89
4170,2020/10/24,Jam,12.89
4171,2020/10/24,Pastry,7.49
4172,2020/10/24,Coffee,4.37
4173,2020/10/24,Tea,3.29
4174,2020/10/24,Pastry,7.49
4175,2020/10/24,Cake,8.73
4176,2020/10/24,Pastry,7.49
4177,2020/10/24,Bread,5.92
4178,2020/10/24,Coffee,4.37
4179,2020/10/24,Cake,8.73
4180,2020/10/24,Tea,3.29
4181,2020/10/24,Jam,12.89
4182,2020/10/24,Jam,12.89
4183,2020/10/24,Coffee,4.37
4184,2020/10/24,Pastry,7.49
4185,2020/10/24,Bread,5.92
4186,2020/10/24,Coffee,4.37
4187,2020/10/24,Cake,8.73
4188,2020/10/24,Bread,5.92
4189,2020/10/24,Cake,8.73
4190,2020/10/24,Jam,12.89
4191,2020/10/24,Jam,12.89
